tokens,ner_tags
"['Struktur', 'awal', 'yang', 'setengah', 'jadi', ',', 'daripada', 'menguntungkan', 'bentuk', 'peralihan', 'tersebut', ',', 'akan', 'lebih', 'merupakan', 'kerugian', 'yang', 'besar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Gus', 'Dur', 'mengatakan', ',', 'dari', 'laporan', 'yang', 'ia', 'terima', ',', 'masih', 'banyak', 'warga', 'bangsa', 'yang', 'tidak', 'dipanggil', 'untuk', 'ikut', 'pemilu', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Dia', 'merasa', 'sudah', 'seharusnya', 'tidak', 'aktif', 'di', 'partai', 'asalnya', 'bila', 'menjadi', 'peserta', 'konvensi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Rencana', 'ini', 'didukung', 'oleh', 'Menteri', 'Energi', 'dan', 'Sumber', 'Daya', 'Mineral', '(', 'ESDM', ')', 'Jero', 'Wacik', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['Dencis', 'besar', 'menjadi', 'Rp', '13', 'ribu', '/', 'kg', 'sebelumnya', 'Rp', '15', 'ribu', ',', 'sementara', 'untuk', 'dencis', 'kecil', 'Rp', '18', 'ribu', '/', 'kg', 'dari', 'Rp', '22', 'ribu', '.', 'Udang', 'kapur', 'Rp', '25', 'ribu', '/', 'kg', 'dari', 'Rp', '30', 'ribu', '.']","['O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'O']"
"['""', 'Kami', 'bersyukur', ',', 'penyakit', 'kronis', 'di', 'tubuh', 'partai', 'terdeteksi', 'lebih', 'awal', ',', '""', 'kata', 'Ketua', 'DPD', 'Nasdem', 'Sumenep', ',', 'Sufyan', 'Absi', ',', 'Senin', '21', 'Januari', '2013', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Bahkan', ',', 'tingkat', 'elektabilitas', 'Gubernur', 'DKI', 'Jakarta', 'melebihi', 'nama', 'lain', 'yang', 'mendeklarasikan', 'diri', 'sebagai', 'calon', 'presiden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ia', 'mengaku', ',', 'tidak', 'mudah', 'untuk', 'mewujudkan', 'itu', 'semua', ',', 'tetapi', 'ia', 'yakin', ',', 'jika', 'terpilih', 'sebagai', 'presiden', 'dia', 'bisa', 'mewujudkannya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Menurut', 'dia', ',', 'hak', 'politik', 'seorang', 'warga', 'negara', ',', 'termasuk', 'membentuk', 'suatu', 'partai', ',', 'tak', 'boleh', 'dihalangi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Beberapa', 'eksekusi', 'lainnya', 'yang', 'dilakukan', 'dalam', 'beberapa', 'hari', 'belakangan', 'ini', ',', 'dihukum', 'atas', 'kejahatan', '-', 'kejahatan', 'berkisar', 'dari', 'pembentukan', 'satu', 'jaringan', 'teroris', 'dan', 'membuat', 'bom', 'tanpa', 'izin', 'sampai', 'pada', 'penyerangan', 'terhadap', 'para', 'personil', 'polisi', ',', 'lapor', 'Xinhua', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
"['Waktu', 'penetapan', 'Ical', 'sebagai', 'calon', 'presiden', 'dilakukan', 'jauh', 'hari', 'tanpa', 'mempertimbangkan', 'dinamika', 'yang', 'terjadi', 'saat', 'ini', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hasyim', 'yang', 'tak', 'lain', 'salah', 'seorang', 'Wakil', 'Ketua', 'Umum', 'DPP', 'Gerindra', 'ini', 'kemudian', 'mengungkap', ',', 'sesuatu', 'hal', 'yang', 'tak', 'akan', 'mungkin', 'terjadi', ',', 'kakaknya', ',', 'Prabowo', 'Subianto', 'akan', 'bersanding', 'dengan', 'Sri', 'Mulyani', 'dalam', 'pertarungan', 'Pilpres', '2014', 'nanti', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Foto', 'bersejarah', 'proklamasi', 'kemerdekaan', 'Indonesia', 'karya', 'Frans', 'Mendur', 'tersebut', 'baru', 'bisa', 'dipublikasikan', 'pertama', 'kali', 'pada', '20', 'Februari', '1946', 'di', 'halaman', 'muka', 'Harian', 'Merdeka', '.']","['O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O']"
"['Kesepakatan', 'pengambilalihan', 'baru', 'yang', 'bersinar', 'menggerakkan', 'gerakan', 'besar', '/', 'big', 'rally', 'dalam', 'harga', 'saham', ',', 'yang', 'menahan', 'dolar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anggota', 'Fraksi', 'PDI', 'Perjuangan', 'TB', 'Hasanuddin', 'mengingatkan', ',', 'agar', 'seluruh', 'kader', 'PDI', '-', 'P', 'mendukung', 'keputusan', 'Presiden', 'Joko', 'Widodo', 'terkait', 'pergantian', 'kepala', 'Polri', '.']","['O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
"['Sutiyoso', 'mengatakan', 'kriteri', 'yang', 'disodorkannya', 'tersebut', 'disesuaikan', 'dengan', 'kriteria', 'yang', 'diinginkan', 'Jokowi', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['Erly', 'Sukrismanto', 'juga', 'mengaku', 'akan', 'memerintahkan', 'stafnya', 'untuk', 'mengecek', 'ke', 'lokasi', 'penemuan', 'demi', 'mengetahui', 'persis', 'jenis', 'hewan', 'tangkapan', 'warga', 'Teluk', 'Lingga', 'itu', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O']"
"['Hampir', '500.000', 'orang', 'telah', 'mengungsi', 'dari', 'wilayah', 'yang', 'dihuni', 'sekitar', '1,8', 'juta', 'warga', 'Palestina', '.']","['O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'I-QUANTITY', 'B-LOCATION', 'O']"
"['""', 'Selain', 'itu', ',', 'konvensi', 'dari', 'tingkat', 'bawah', 'yang', 'terpilih', 'justru', 'bukan', 'kader', 'partai', 'sejatinya', ',', '""', 'ujarnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Keppresnya', 'sudah', 'keluar', ',', 'nomornya', 'nanti', 'saja', 'setelah', 'dilantik', ',', '""', 'katanya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Trojan', 'ini', 'yang', 'mengirimkan', 'informasi', 'spesifik', 'ke', 'remote', 'komputer', 'mengenai', 'data', 'login', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Washington', 'menuduh', 'Iran', 'menggerakkan', 'kekerasan', 'antar', 'kelompok', 'di', 'Irak', 'serta', 'membantu', 'pemberontak', 'anti', 'AS', 'di', 'negara', 'itu', '.']","['B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O']"
"['""', 'Mayoritas', 'publik', 'khawatir', 'pada', 'menteri', 'dari', 'parpol', 'tidak', 'lagi', 'fokus', 'menjalankan', 'tugas', 'di', 'kementerian', ',', '""', 'ujar', 'peneliti', 'LSI', ',', 'Ardian', 'Sofa', ',', 'menyampaikan', 'poin', 'kesimpulan', 'survei', 'LSI', 'di', 'Kantor', 'Lingkaran', 'Survei', 'Indonesia', 'di', 'Jl', 'Pramuka', ',', 'Jakarta', 'Timur', ',', 'Selasa', '(', '29/1/2013', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['""', 'Demi', 'Allah', 'tidak', 'pernah', ',', '""', 'sumpah', 'Susno', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['Ketua', 'DPP', 'Partai', 'Golkar', 'Hajriyanto', 'Tohari', 'mengatakan', ',', 'percepatan', 'Rapat', 'Pimpinan', 'Nasional', '(', 'Rapimnas', ')', 'Partai', 'Golkar', '(', 'PG', ')', 'dari', 'Oktober', '2012', 'menjadi', 'Juli', '2012', 'belum', 'dibicarakan', 'dengan', 'seluruh', 'unsur', 'yang', 'ada', 'di', 'Partai', 'Golkar', '.']","['O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O']"
"['""', 'Tenaga', 'kesehatan', 'asing', 'bisa', 'saja', 'ditempatkan', 'di', 'daerah', 'tapi', 'tergantung', 'tipe', 'rumah', 'sakitnya', ',', 'tipe', 'A', 'atau', 'B', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pejabat', 'Hamas', 'yang', 'tewas', 'tersebut', 'dilaporkan', 'bernama', 'Mohammed', 'al', '-', 'Ghu', ',', 'yang', 'memegang', 'peranan', 'penting', 'bagi', 'keuangan', 'Hamas', '.']","['O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O']"
"['Sutan', 'menjawab', 'diplomatis', ',', '""', 'Itu', 'kan', 'hak', 'preogatif', 'presiden', '.', '""', 'Lagipula', ',', 'Sutan', 'melanjutkan', ',', 'Partai', 'Demokrat', 'tidak', 'bisa', 'bilang', 'apa', '-', 'apa', 'soal', 'perombakan', 'kabinet', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Vanstone', 'akan', 'digantikan', 'oleh', 'Kevin', 'Andrews', ',', 'yang', 'telah', 'pindah', 'dari', 'posisinya', 'semula', 'sebagai', 'Menteri', 'Hubungan', 'Lapangan', 'Kerja', '.']","['B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kadangkala', 'ada', 'masalah', 'seperti', 'bencana', 'dan', 'sebagainya', ',', 'ini', 'kan', 'bisa', 'menghambat', 'ekspor', 'maupun', 'impor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sementara', 'itu', ',', 'Ketua', 'Umum', 'Angkatan', 'Muda', 'Demokrat', 'Boyke', 'Novrison', 'yang', 'juga', 'Anggota', 'Badan', 'Pengurus', 'Harian', 'DPP', 'Partai', 'Demokrat', 'menambahkan', ',', 'Partai', 'Demokrat', 'tidak', 'pernah', 'mengajarkan', 'kadernya', 'menjadi', 'avonturir', 'politik', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Penurunan', 'harga', 'ini', 'telah', 'terjadi', 'selama', 'dua', 'hari', 'belakangan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Sudah', 'ada', 'ketentuan', ',', 'bila', 'ada', 'fakta', 'hukum', ',', 'siapa', 'pun', 'kadernya', 'akan', 'dinonaktifkan', 'sementara', ',', 'dan', 'lazimnya', 'segera', 'mundur', 'dari', 'jabatan', ',', '""', 'kata', 'Marzuki', 'saat', 'dihubungi', ',', 'Jumat', ',', '8', 'Februari', '2013', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Sebelum', 'ada', 'status', 'resmi', ',', 'partai', ',', 'kata', 'Marzuki', ',', 'tak', 'bisa', 'memutus', 'seseorang', 'bersalah', 'atau', 'tidak', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Jero', 'menuturkan', ',', 'psikologis', 'masyarakat', 'memang', 'sudah', 'terbentuk', 'bahwa', 'harga', 'BBM', 'murah', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mantan', 'istri', 'penyanyi', 'dangdut', 'Rhoma', 'Irama', 'itu', 'mendapat', 'nomor', 'urut', '1', 'di', 'daerah', 'pemilihan', 'Jawa', 'Tengah', 'V', 'dan', 'diharapkan', 'menjadi', 'vote', 'getter', 'di', 'wilayah', 'bukan', 'basis', 'perolehan', 'suara', 'PPP', 'tersebut', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O']"
"['walaupun', 'tim', 'tuan', 'rumah', 'Indonesia', 'berhasil', 'mengumpulkan', 'medali', 'yang', 'berjumlah', 'sama', 'dua', 'emas', ',', 'dua', 'perak', ',', 'dan', 'satu', 'perunggu', '.']","['O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Jelas', 'informasi', 'penyebaran', 'virus', 'ini', 'juga', 'akan', 'mencemaskan', 'bagi', 'masyarakat', 'kita', 'terutama', 'yang', 'akan', 'berangkat', 'atau', 'baru', 'kembali', 'dari', 'Afrika', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
"['Dengan', 'gugatan', 'tersebut', ',', 'terhitung', 'sudah', 'ada', 'tiga', 'institusi', 'yang', 'menjadi', 'tujuan', 'bagi', 'tim', 'Prabowo', '-', 'Hatta', 'untuk', 'melayangkan', 'tuntutan', 'mereka', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']"
"['Mereka', 'mengatakan', ',', 'nantinya', ',', 'teknologi', 'itu', 'diharapkan', 'bisa', 'dipakai', 'untuk', 'mengukur', 'tingkat', 'kepadatan', 'aliran', 'penumpang', 'yang', 'melalui', 'gerbang', 'masuk', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Golkar', 'merasa', 'dikhianati', 'PDI', 'Perjuangan', 'yang', 'semula', 'bersama', 'di', 'koalisi', 'besar', '?', '""', 'Memang', 'sebelumnya', 'ada', 'dalam', 'koalisi', 'besar', '.', 'Kita', 'belum', 'tahu', 'apakah', 'koalisi', 'itu', 'berlaku', 'pada', 'periodenya', '.', 'Saya', 'kira', 'harus', 'sama', '-', 'sama', 'diakui', 'bahwa', 'di', 'dalam', 'politik', 'banyak', 'perubahan', 'karena', 'adanya', 'kepentingan', ',', '""', 'kata', 'Ketua', 'DPR', 'ini', '.']","['B-ORGANIZATION', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O']"
"['Hal', 'ini', ',', 'kata', 'Marwan', ',', 'harus', 'segera', 'diakhiri', 'demi', 'terciptanya', 'demokrasi', 'yang', 'bersih', ',', 'jujur', 'dan', 'adil', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Menteri', 'Penerangan', 'Sikhanyiso', 'Ndlovu', 'menyatakan', 'terdapat', 'bukti', 'nyata', 'bahwa', 'musuh', 'lama', 'Harare', 'bekerja', 'dengan', 'MDC', ',', 'yang', 'pemimpinnya', ',', 'Morgan', 'Tsvangirai', ',', 'saat', 'dirawat', 'seksama', 'sesudah', 'ditangkap', 'dalam', 'penggerebekan', 'pemerintah', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kini', ',', 'parpol', 'baru', 'ini', 'sedang', 'melakukan', 'konsolidasi', 'dengan', 'membentuk', 'infrastruktur', 'partai', 'dan', 'melengkapi', 'berkas', 'yang', 'disyaratkan', 'oleh', 'Kementerian', 'Hukum', 'dan', 'Hak', 'Asasi', 'Manusia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Ini', 'kan', 'politik', ',', 'ada', 'yang', 'dibicarakan', 'di', 'publik', 'dan', 'ada', 'yang', 'dibicarakan', 'di', 'meja', ',', 'kan', 'gitu', '.', 'Jadi', 'tidak', 'usah', 'khawatir', 'soal', 'seperti', 'ini', ',', '""', 'katanya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Sebagai', 'bangsa', 'harus', 'semakin', 'dewasa', 'dalam', 'berdemokrasi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Juru', 'bicara', 'militer', 'Israel', 'menyatakan', ',', 'pesawat', '-', 'pesawat', 'tempurnya', 'telah', 'melancarkan', '16', 'serangan', 'sejak', 'Minggu', '(', '24/8', ')', 'hingga', 'Senin', '(', '25/8', ')', 'ini', '.']","['O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O', 'O']"
"['TB', 'menyebutkan', ',', 'Jawa', 'Barat', 'menjadi', 'salah', 'satu', 'provinsi', 'terkorup', 'versi', 'beberapa', 'lembaga', 'pegiat', 'antikorupsi', '.']","['B-PERSON', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Lagi', 'pula', ',', 'apakah', 'KPK', 'pasti', 'benar', '?', '""', 'ujar', 'dia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Menurut', 'Tedjo', ',', 'KPK', 'akan', 'kuat', 'bila', 'justru', 'didukung', 'konstitusi', 'yang', 'berlaku', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kala', 'itu', 'nama', 'Mendur', 'Bersaudara', 'sudah', 'terkenal', 'di', 'mana', '-', 'mana', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Oh', ',', 'ternyata', 'ada', 'gumpalan', '-', 'gumpalan', 'kelompok', 'yang', 'lingkupi', 'dia', ',', 'ada', 'Sudirman', 'Said', ',', 'Rini', '(', 'Soemarno', ')', ',', 'Sofyan', 'Djalil', ',', 'kok', 'bisa', '-', 'bisanya', 'tangani', 'ekonomi', '?', 'Sekolah', 'dimana', 'nih', '?', 'Nah', 'yang', 'begini', '-', 'begini', 'akhirnya', 'mengganggu', 'pemerintahan', 'itu', ',', 'berdampak', 'pada', 'kebijakan', 'turunannya', ',', '""', 'tutur', 'Effendi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['Edukasi', 'dirancang', 'menjadi', 'dua', 'tahapan', 'yakni', 'level', 'I', 'dan', 'level', 'II', '.']","['O', 'O', 'O', 'B-QUANTITY', 'I-QUANTITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ia', 'memastikan', 'akan', 'memperbaiki', 'temuan', 'Bawaslu', 'saat', 'perbaikan', 'DPS', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O', 'O']"
"['Memang', 'saat', 'ditemui', ',', 'siang', 'tadi', ',', 'Vena', 'mengenakan', 'pakaian', 'terusan', 'hingga', 'selutut', 'berwarna', 'ungu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Untuk', 'menggapai', 'tersebut', ',', 'harus', 'mengisi', 'waktu', 'dengan', 'aktivitas', 'produktif', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kedua', ',', 'dugaan', 'suap', 'wisma', 'atlet', 'SEA', 'Games', 'di', 'Palembang', 'yang', 'melibatkan', 'Sekretaris', 'Kemenpora', 'Wafid', 'Muharram', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['""', 'Kalau', 'enggak', 'berubah', 'bukan', 'PPP', 'namanya', ',', '""', 'kata', 'Ketua', 'DPP', 'PKS', 'Nasir', 'Djamil', 'di', 'Gedung', 'DPR', ',', 'Jakarta', ',', 'Selasa', '(', '7/10/2014', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']"
"['Biaya', 'buruh', 'kerja', 'naik', 'pada', 'tingkat', 'yang', 'jauh', 'lebih', 'cepat', 'dalam', 'industri', 'pelayanan', 'kesehatan', 'dibandingkan', 'industri', '-', 'industri', 'lainnya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
